,TITLE,ALBUM,YEAR,TYPE,Text,Doc,Tokens,Lemmas,POS,Proper_Nouns,Named_Entities,NE_Words
0,Be My Angel,She Hangs Brightly,1990,ALBUM,They say it's me that makes you do things you might not have done if I was away and that it's me that likes to talk to you and watches you as you walk away don't say it's useless don't say forget it don't bring me wishes of silly dreams just say there's often too much freedom too many fingers and too many things they say it's you that washes the way and brings the night into the day if you won't notice how can I show you all of your worries have all gone away don't leave me lonely don't leave me unhappy just bring me up into your faith if you don't need me then don't deceive me letting my freedom turn into stone just be my angel if you love me be my angel in the night be my angel cuz you need me be my angel and treat me right don't say you love me if you don't need me don't send me roses on your behalf just take me down and walk through your river down through the middle and make it last holding on to you holding to me holding on tight 'till my love is crossed don't say it's useless and don't say forget it you are my spirit now you are gone,They say it's me that makes you do things you might not have done if I was away and that it's me that likes to talk to you and watches you as you walk away don't say it's useless don't say forget it don't bring me wishes of silly dreams just say there's often too much freedom too many fingers and too many things they say it's you that washes the way and brings the night into the day if you won't notice how can I show you all of your worries have all gone away don't leave me lonely don't leave me unhappy just bring me up into your faith if you don't need me then don't deceive me letting my freedom turn into stone just be my angel if you love me be my angel in the night be my angel cuz you need me be my angel and treat me right don't say you love me if you don't need me don't send me roses on your behalf just take me down and walk through your river down through the middle and make it last holding on to you holding to me holding on tight 'till my love is crossed don't say it's useless and don't say forget it you are my spirit now you are gone,"['They', 'say', 'it', ""'s"", 'me', 'that', 'makes', 'you', 'do', 'things', 'you', 'might', 'not', 'have', 'done', 'if', 'I', 'was', 'away', 'and', 'that', 'it', ""'s"", 'me', 'that', 'likes', 'to', 'talk', 'to', 'you', 'and', 'watches', 'you', 'as', 'you', 'walk', 'away', 'do', ""n't"", 'say', 'it', ""'s"", 'useless', 'do', ""n't"", 'say', 'forget', 'it', 'do', ""n't"", 'bring', 'me', 'wishes', 'of', 'silly', 'dreams', 'just', 'say', 'there', ""'s"", 'often', 'too', 'much', 'freedom', 'too', 'many', 'fingers', 'and', 'too', 'many', 'things', 'they', 'say', 'it', ""'s"", 'you', 'that', 'washes', 'the', 'way', 'and', 'brings', 'the', 'night', 'into', 'the', 'day', 'if', 'you', 'wo', ""n't"", 'notice', 'how', 'can', 'I', 'show', 'you', 'all', 'of', 'your', 'worries', 'have', 'all', 'gone', 'away', 'do', ""n't"", 'leave', 'me', 'lonely', 'do', ""n't"", 'leave', 'me', 'unhappy', 'just', 'bring', 'me', 'up', 'into', 'your', 'faith', 'if', 'you', 'do', ""n't"", 'need', 'me', 'then', 'do', ""n't"", 'deceive', 'me', 'letting', 'my', 'freedom', 'turn', 'into', 'stone', 'just', 'be', 'my', 'angel', 'if', 'you', 'love', 'me', 'be', 'my', 'angel', 'in', 'the', 'night', 'be', 'my', 'angel', 'cuz', 'you', 'need', 'me', 'be', 'my', 'angel', 'and', 'treat', 'me', 'right', 'do', ""n't"", 'say', 'you', 'love', 'me', 'if', 'you', 'do', ""n't"", 'need', 'me', 'do', ""n't"", 'send', 'me', 'roses', 'on', 'your', 'behalf', 'just', 'take', 'me', 'down', 'and', 'walk', 'through', 'your', 'river', 'down', 'through', 'the', 'middle', 'and', 'make', 'it', 'last', 'holding', 'on', 'to', 'you', 'holding', 'to', 'me', 'holding', 'on', 'tight', ""'"", 'till', 'my', 'love', 'is', 'crossed', 'do', ""n't"", 'say', 'it', ""'s"", 'useless', 'and', 'do', ""n't"", 'say', 'forget', 'it', 'you', 'are', 'my', 'spirit', 'now', 'you', 'are', 'gone']","['they', 'say', 'it', 'be', 'I', 'that', 'make', 'you', 'do', 'thing', 'you', 'might', 'not', 'have', 'do', 'if', 'I', 'be', 'away', 'and', 'that', 'it', 'be', 'I', 'that', 'like', 'to', 'talk', 'to', 'you', 'and', 'watch', 'you', 'as', 'you', 'walk', 'away', 'do', 'not', 'say', 'it', 'be', 'useless', 'do', 'not', 'say', 'forget', 'it', 'do', 'not', 'bring', 'I', 'wish', 'of', 'silly', 'dream', 'just', 'say', 'there', 'be', 'often', 'too', 'much', 'freedom', 'too', 'many', 'finger', 'and', 'too', 'many', 'thing', 'they', 'say', 'it', 'be', 'you', 'that', 'wash', 'the', 'way', 'and', 'bring', 'the', 'night', 'into', 'the', 'day', 'if', 'you', 'will', 'not', 'notice', 'how', 'can', 'I', 'show', 'you', 'all', 'of', 'your', 'worry', 'have', 'all', 'go', 'away', 'do', 'not', 'leave', 'I', 'lonely', 'do', 'not', 'leave', 'I', 'unhappy', 'just', 'bring', 'I', 'up', 'into', 'your', 'faith', 'if', 'you', 'do', 'not', 'need', 'I', 'then', 'do', 'not', 'deceive', 'I', 'let', 'my', 'freedom', 'turn', 'into', 'stone', 'just', 'be', 'my', 'angel', 'if', 'you', 'love', 'I', 'be', 'my', 'angel', 'in', 'the', 'night', 'be', 'my', 'angel', 'cuz', 'you', 'need', 'I', 'be', 'my', 'angel', 'and', 'treat', 'I', 'right', 'do', 'not', 'say', 'you', 'love', 'I', 'if', 'you', 'do', 'not', 'need', 'I', 'do', 'not', 'send', 'I', 'rose', 'on', 'your', 'behalf', 'just', 'take', 'I', 'down', 'and', 'walk', 'through', 'your', 'river', 'down', 'through', 'the', 'middle', 'and', 'make', 'it', 'last', 'hold', 'on', 'to', 'you', 'hold', 'to', 'I', 'hold', 'on', 'tight', ""'"", 'till', 'my', 'love', 'be', 'cross', 'do', 'not', 'say', 'it', 'be', 'useless', 'and', 'do', 'not', 'say', 'forget', 'it', 'you', 'be', 'my', 'spirit', 'now', 'you', 'be', 'go']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PRON', 'PRP'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('AUX', 'VB'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PRON', 'PRP'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADV', 'RB'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('VERB', 'VBP'), ('PRON', 'EX'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PRON', 'PRP'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('AUX', 'MD'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PRON', 'DT'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('PRON', 'DT'), ('VERB', 'VBN'), ('ADV', 'RB'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('ADV', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'RP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADV', 'RB'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADV', 'RB'), ('AUX', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'RP'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('VERB', 'VBG'), ('ADP', 'RP'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBG'), ('ADP', 'RP'), ('ADJ', 'JJ'), ('PUNCT', ""''""), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN')]",[],"['TIME', 'DATE']","[the night, the day]"
1,Before I Sleep,She Hangs Brightly,1990,ALBUM,If it's The truth That's all I know I look for you And just say I know The lie That was Is now The last I'll go For you Before I sleep I hear you say You say I stay Near the edge And waste my time Just waste my time,If it's The truth That's all I know I look for you And just say I know The lie That was Is now The last I'll go For you Before I sleep I hear you say You say I stay Near the edge And waste my time Just waste my time,"['If', 'it', ""'s"", 'The', 'truth', 'That', ""'s"", 'all', 'I', 'know', 'I', 'look', 'for', 'you', 'And', 'just', 'say', 'I', 'know', 'The', 'lie', 'That', 'was', 'Is', 'now', 'The', 'last', 'I', ""'ll"", 'go', 'For', 'you', 'Before', 'I', 'sleep', 'I', 'hear', 'you', 'say', 'You', 'say', 'I', 'stay', 'Near', 'the', 'edge', 'And', 'waste', 'my', 'time', 'Just', 'waste', 'my', 'time']","['if', 'it', 'be', 'the', 'truth', 'that', 'be', 'all', 'I', 'know', 'I', 'look', 'for', 'you', 'and', 'just', 'say', 'I', 'know', 'the', 'lie', 'that', 'be', 'be', 'now', 'the', 'last', 'I', 'will', 'go', 'for', 'you', 'before', 'I', 'sleep', 'I', 'hear', 'you', 'say', 'you', 'say', 'I', 'stay', 'near', 'the', 'edge', 'and', 'waste', 'my', 'time', 'just', 'waste', 'my', 'time']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('PRON', 'DT'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'IN'), ('PRON', 'PRP'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBD'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN')]",[],[],[]
2,Blue Flower,She Hangs Brightly,1990,ALBUM,Waitin' for a sign from you Waitin' for a signal to change Have you forgotten what your love can do? Is this the end? Walkin' through the city Your boots are high-heeled and are shinin' bright The sunlight sparklin' on the shaft of your knife Flower in the morning rain Dying in my hand Was it all in vain? Superstar in your own private movie I wanted just a minor part But I'm no fool I know you're cool I never really wanted your heart You're keeper of the key Nothing seems to bring you down It's not that cool when I'm around Flower in the morning rain Dying in my hand Was it all in vain? Superstar in your own private movie I wanted just a minor part But I'm no fool I know you're cool I never really wanted your heart,Waitin' for a sign from you Waitin' for a signal to change Have you forgotten what your love can do? Is this the end? Walkin' through the city Your boots are high-heeled and are shinin' bright The sunlight sparklin' on the shaft of your knife Flower in the morning rain Dying in my hand Was it all in vain? Superstar in your own private movie I wanted just a minor part But I'm no fool I know you're cool I never really wanted your heart You're keeper of the key Nothing seems to bring you down It's not that cool when I'm around Flower in the morning rain Dying in my hand Was it all in vain? Superstar in your own private movie I wanted just a minor part But I'm no fool I know you're cool I never really wanted your heart,"['Waitin', ""'"", 'for', 'a', 'sign', 'from', 'you', 'Waitin', ""'"", 'for', 'a', 'signal', 'to', 'change', 'Have', 'you', 'forgotten', 'what', 'your', 'love', 'can', 'do', '?', 'Is', 'this', 'the', 'end', '?', 'Walkin', ""'"", 'through', 'the', 'city', 'Your', 'boots', 'are', 'high', '-', 'heeled', 'and', 'are', 'shinin', ""'"", 'bright', 'The', 'sunlight', 'sparklin', ""'"", 'on', 'the', 'shaft', 'of', 'your', 'knife', 'Flower', 'in', 'the', 'morning', 'rain', 'Dying', 'in', 'my', 'hand', 'Was', 'it', 'all', 'in', 'vain', '?', 'Superstar', 'in', 'your', 'own', 'private', 'movie', 'I', 'wanted', 'just', 'a', 'minor', 'part', 'But', 'I', ""'m"", 'no', 'fool', 'I', 'know', 'you', ""'re"", 'cool', 'I', 'never', 'really', 'wanted', 'your', 'heart', 'You', ""'re"", 'keeper', 'of', 'the', 'key', 'Nothing', 'seems', 'to', 'bring', 'you', 'down', 'It', ""'s"", 'not', 'that', 'cool', 'when', 'I', ""'m"", 'around', 'Flower', 'in', 'the', 'morning', 'rain', 'Dying', 'in', 'my', 'hand', 'Was', 'it', 'all', 'in', 'vain', '?', 'Superstar', 'in', 'your', 'own', 'private', 'movie', 'I', 'wanted', 'just', 'a', 'minor', 'part', 'But', 'I', ""'m"", 'no', 'fool', 'I', 'know', 'you', ""'re"", 'cool', 'I', 'never', 'really', 'wanted', 'your', 'heart']","['Waitin', ""'"", 'for', 'a', 'sign', 'from', 'you', 'Waitin', ""'"", 'for', 'a', 'signal', 'to', 'change', 'have', 'you', 'forget', 'what', 'your', 'love', 'can', 'do', '?', 'be', 'this', 'the', 'end', '?', 'Walkin', ""'"", 'through', 'the', 'city', 'your', 'boot', 'be', 'high', '-', 'heeled', 'and', 'be', 'shinin', ""'"", 'bright', 'the', 'sunlight', 'sparklin', ""'"", 'on', 'the', 'shaft', 'of', 'your', 'knife', 'Flower', 'in', 'the', 'morning', 'rain', 'die', 'in', 'my', 'hand', 'be', 'it', 'all', 'in', 'vain', '?', 'superstar', 'in', 'your', 'own', 'private', 'movie', 'I', 'want', 'just', 'a', 'minor', 'part', 'but', 'I', 'be', 'no', 'fool', 'I', 'know', 'you', 'be', 'cool', 'I', 'never', 'really', 'want', 'your', 'heart', 'you', 'be', 'keeper', 'of', 'the', 'key', 'nothing', 'seem', 'to', 'bring', 'you', 'down', 'it', 'be', 'not', 'that', 'cool', 'when', 'I', 'be', 'around', 'Flower', 'in', 'the', 'morning', 'rain', 'die', 'in', 'my', 'hand', 'be', 'it', 'all', 'in', 'vain', '?', 'superstar', 'in', 'your', 'own', 'private', 'movie', 'I', 'want', 'just', 'a', 'minor', 'part', 'but', 'I', 'be', 'no', 'fool', 'I', 'know', 'you', 'be', 'cool', 'I', 'never', 'really', 'want', 'your', 'heart']","[('PROPN', 'NNP'), ('PUNCT', ""''""), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PROPN', 'NNP'), ('PUNCT', ""''""), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('AUX', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBN'), ('PRON', 'WP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('PUNCT', '.'), ('AUX', 'VBZ'), ('PRON', 'DT'), ('DET', 'DT'), ('NOUN', 'NN'), ('PUNCT', '.'), ('PROPN', 'NNP'), ('PUNCT', ""''""), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('ADV', 'RB'), ('PUNCT', 'HYPH'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('AUX', 'VBP'), ('PROPN', 'NNP'), ('PART', 'POS'), ('ADJ', 'JJ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ""''""), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBD'), ('PRON', 'PRP'), ('PRON', 'DT'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '.'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADV', 'RB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('ADV', 'RB'), ('ADV', 'RB'), ('VERB', 'VBD'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('PRON', 'NN'), ('VERB', 'VBZ'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'RP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PART', 'RB'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBD'), ('PRON', 'PRP'), ('PRON', 'DT'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '.'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADV', 'RB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('ADV', 'RB'), ('ADV', 'RB'), ('VERB', 'VBD'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","['Waitin', 'Waitin', 'Walkin', 'shinin', 'Flower', 'Flower']","['ORG', 'PERSON', 'TIME', 'PERSON', 'LANGUAGE', 'TIME', 'PERSON']","[Waitin, Waitin, morning, Superstar, Flower, morning, Superstar]"
